index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
13220,M,Y,Y,0,225000,Pensioner,Higher education,Separated,House / apartment,-20689,365243,1,0,0,0,,1,-35,2
13221,M,Y,N,2,180000,Commercial associate,Higher education,Married,House / apartment,-11988,-1497,1,0,1,0,HR staff,4,-22,2
13222,F,N,Y,1,315000,Working,Higher education,Civil marriage,House / apartment,-10810,-1435,1,1,0,1,Core staff,3,-20,2
13223,M,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-10002,-447,1,0,0,0,Drivers,1,-20,2
13224,M,Y,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351,-1023,1,0,0,0,Laborers,2,-24,1
13225,F,N,N,0,148500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,,1,-46,0
13226,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,1,0,,1,-10,2
13227,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-22181,-14413,1,1,0,0,,2,-59,1
13228,M,N,Y,0,216000,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2,-18,2
13229,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,1,0,1,0,Laborers,2,-5,2
13230,F,N,Y,1,175500,Working,Secondary / secondary special,Married,House / apartment,-16704,-132,1,1,0,0,Cleaning staff,3,-19,2
13231,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,1,0,0,0,Sales staff,4,-39,2
13232,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17877,-1860,1,0,0,0,Laborers,2,-23,2
13233,M,Y,Y,0,202500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23022,365243,1,0,0,0,,1,-6,2
13234,F,N,N,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-18984,-10821,1,0,0,0,Laborers,2,-5,2
13235,F,N,Y,0,121500,Commercial associate,Higher education,Married,House / apartment,-17046,-1410,1,0,1,0,Accountants,2,-38,2
13236,F,N,Y,2,180000,Working,Higher education,Married,House / apartment,-11560,-467,1,1,0,0,,4,-26,2
13237,F,N,Y,0,90000,Working,Higher education,Single / not married,House / apartment,-11405,-2621,1,0,0,0,Core staff,1,-2,1
13238,F,N,Y,0,99000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15468,-428,1,0,0,0,,2,-6,2
13239,M,Y,Y,0,292500,Working,Secondary / secondary special,Married,Rented apartment,-17011,-901,1,0,0,0,,2,-29,1
13240,F,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23751,365243,1,0,0,0,,2,-22,2
13241,M,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,3,-32,2
13242,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,2,-31,2
13243,F,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21360,365243,1,0,1,0,,2,-12,2
13244,F,Y,N,0,315000,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2,-34,1
13245,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-23360,-469,1,0,0,0,,2,-57,2
13246,M,Y,Y,0,238500,Working,Higher education,Married,With parents,-12187,-2602,1,0,0,0,Laborers,2,-14,1
13247,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1,-20,2
13248,F,N,Y,1,99000,Working,Secondary / secondary special,Married,Municipal apartment,-11039,-2809,1,0,0,0,Laborers,3,-25,1
13249,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,1,0,0,0,Laborers,2,-20,2
13250,F,Y,Y,0,157500,Working,Higher education,Single / not married,House / apartment,-10175,-573,1,0,0,0,Core staff,1,-56,2
13251,F,N,Y,0,270000,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,1,0,Waiters/barmen staff,2,-39,2
13252,F,N,N,1,202500,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-19272,-6216,1,0,1,0,Cooking staff,2,-8,2
13253,F,Y,Y,1,333000,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3,-46,1
13254,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,,2,-9,1
13255,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,,2,-30,1
13256,F,N,N,1,72000,Working,Secondary / secondary special,Married,House / apartment,-12758,-148,1,0,0,0,Sales staff,3,-13,0
13257,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-21511,365243,1,0,1,0,,2,-45,2
13258,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18964,-441,1,0,1,0,Sales staff,2,-26,0
13259,M,Y,N,2,180000,Working,Incomplete higher,Married,House / apartment,-12463,-2170,1,1,0,0,Laborers,4,-32,2
13260,M,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-15997,-1892,1,1,1,0,Laborers,3,-26,2
13261,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11714,-1740,1,0,0,1,Core staff,2,-44,2
13262,F,Y,Y,0,157500,Pensioner,Higher education,Married,House / apartment,-23447,365243,1,0,0,0,,2,-26,2
13263,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,-17992,-9419,1,0,1,0,Laborers,2,-30,2
13264,F,N,Y,1,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3,-13,2
13265,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-23097,365243,1,0,0,0,,2,-26,2
13266,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3,-9,1
13267,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-21671,365243,1,0,1,0,,2,-38,1
13268,M,N,Y,1,112500,Working,Higher education,Married,House / apartment,-13682,-5460,1,1,1,0,,3,-5,2
13269,F,N,Y,0,47250,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21414,365243,1,0,1,0,,2,-51,2
13270,F,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,-18279,-1741,1,0,1,0,Sales staff,2,-3,1
13271,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-8948,-230,1,0,1,0,Sales staff,2,-5,2
13272,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2,-37,1
13273,M,N,Y,0,90900,Pensioner,Secondary / secondary special,Married,House / apartment,-22233,365243,1,0,1,0,,2,-27,2
13274,F,N,Y,1,103500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11529,-651,1,0,0,0,Accountants,2,-16,0
13275,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21343,365243,1,0,0,0,,2,-35,1
13276,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24153,365243,1,0,0,0,,1,-24,2
13277,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3,-37,2
13278,F,N,N,0,220500,Working,Secondary / secondary special,Married,House / apartment,-15130,-170,1,0,0,0,,2,-22,2
13279,F,N,Y,2,337500,State servant,Higher education,Married,House / apartment,-15648,-4157,1,1,0,1,Managers,4,-28,2
13280,F,N,Y,0,139500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9302,-837,1,0,0,0,,1,-8,2
13281,M,Y,N,0,252000,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,1,0,Laborers,2,-53,2
13282,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-22491,365243,1,0,0,0,,2,-33,2
13283,F,Y,Y,0,180000,Working,Higher education,Separated,House / apartment,-17269,-8469,1,0,0,0,,1,-14,2
13284,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Rented apartment,-16022,-9052,1,0,0,0,Sales staff,2,-39,2
13285,F,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,With parents,-14386,-139,1,1,1,0,Sales staff,2,-36,2
13286,M,Y,N,4,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,6,-51,2
13287,F,N,Y,1,157500,Working,Secondary / secondary special,Married,Municipal apartment,-15760,-1858,1,0,0,0,Sales staff,3,-9,2
13288,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-16280,-3694,1,0,0,1,Sales staff,3,-20,2
13289,F,N,Y,2,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-12121,-3718,1,0,0,0,Core staff,3,-36,0
13290,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1,-8,1
13291,F,N,Y,0,139500,State servant,Higher education,Married,House / apartment,-17801,-8479,1,0,0,0,Managers,2,-5,2
13292,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-18976,-3730,1,1,0,0,Sales staff,2,-2,1
13293,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19967,365243,1,0,0,0,,2,-39,2
13294,F,N,Y,0,247500,State servant,Higher education,Widow,House / apartment,-19955,-6200,1,0,0,0,,1,-56,1
13295,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-15494,-3292,1,0,0,0,Accountants,2,-47,0
13296,M,Y,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23211,365243,1,0,0,0,,2,-7,2
13297,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1,-1,1
13298,M,Y,Y,2,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,1,0,0,0,Laborers,4,-19,2
13299,M,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-10396,-778,1,0,0,0,Laborers,2,-5,2
13300,M,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,-15523,-1039,1,0,0,0,Managers,2,-46,1
13301,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,With parents,-12774,-536,1,1,0,0,,3,-5,1
13302,F,Y,Y,1,54000,Working,Secondary / secondary special,Married,House / apartment,-16816,-322,1,0,0,0,,3,-43,2
13303,M,N,Y,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14309,-1359,1,0,0,0,Security staff,2,-57,2
13304,F,N,Y,0,108000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12098,-2226,1,1,0,0,Sales staff,2,-2,1
13305,F,N,Y,0,297000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1,-7,0
13306,F,N,Y,0,94500,Pensioner,Higher education,Single / not married,House / apartment,-22481,365243,1,0,0,0,,1,-33,2
13307,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13765,-5664,1,0,0,0,Drivers,1,-10,2
13308,F,Y,Y,0,445500,Commercial associate,Higher education,Married,House / apartment,-12477,-456,1,0,0,0,Managers,2,-29,2
13309,F,N,N,0,63000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22481,365243,1,0,1,0,,2,-53,2
13310,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-15906,-1881,1,0,0,0,High skill tech staff,2,-43,2
13311,M,N,N,0,121500,Working,Higher education,Married,House / apartment,-9740,-3030,1,0,0,0,,2,-36,2
13312,F,Y,Y,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3,-7,2
13313,M,N,Y,0,360000,Working,Higher education,Single / not married,House / apartment,-10813,-2543,1,0,0,0,Cooking staff,1,-17,2
13314,M,Y,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,1,0,0,0,High skill tech staff,3,-19,2
13315,M,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,-22121,365243,1,0,1,0,,2,-7,2
13316,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10572,-137,1,0,0,0,,2,-19,1
13317,F,N,N,0,117000,State servant,Secondary / secondary special,Single / not married,House / apartment,-8852,-870,1,0,0,0,HR staff,1,-9,2
13318,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,1,0,0,0,Laborers,3,-6,1
13319,F,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-22334,-14810,1,0,0,0,Medicine staff,2,-33,2
13320,F,Y,Y,0,450000,State servant,Higher education,Married,House / apartment,-19737,-5359,1,0,0,0,,2,-41,0
13321,F,N,N,0,135000,Working,Higher education,Married,House / apartment,-18557,-8801,1,0,1,0,Core staff,2,-23,2
13322,F,N,Y,3,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16694,-412,1,1,1,0,Sales staff,5,-42,2
13323,M,Y,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,1,0,0,0,High skill tech staff,3,-35,1
13324,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,,2,-37,2
13325,M,N,N,2,225000,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,1,0,0,Laborers,4,-60,2
13326,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16270,-460,1,0,1,0,Drivers,1,-5,2
13327,F,N,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-18333,-7213,1,0,0,0,Medicine staff,2,-41,2
13328,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17935,-4245,1,0,0,0,Sales staff,2,-38,2
13329,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22886,365243,1,0,1,0,,2,-12,0
13330,F,N,N,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-22643,365243,1,0,1,0,,2,-31,2
13331,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-14360,-1565,1,0,0,0,Cleaning staff,4,-30,2
13332,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23763,365243,1,0,1,0,,2,-26,2
13333,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,-13184,-5728,1,0,0,1,Accountants,1,-30,0
13334,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-13437,-1671,1,0,0,0,,3,-33,2
13335,F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,1,,3,-26,1
13336,F,Y,Y,1,180000,Commercial associate,Higher education,Separated,House / apartment,-18349,-7205,1,0,0,0,Core staff,2,-42,2
13337,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-15023,-438,1,0,0,0,Laborers,2,-4,1
13338,F,N,Y,0,202500,State servant,Secondary / secondary special,Separated,House / apartment,-16834,-1692,1,0,0,0,Medicine staff,1,-5,2
13339,F,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-15160,-3974,1,0,0,0,High skill tech staff,2,-47,0
13340,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-19783,-3992,1,0,0,0,Managers,2,-3,1
13341,F,N,Y,1,76500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14540,-3350,1,0,1,0,Cooking staff,2,-5,2
13342,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15879,-2276,1,0,0,0,Laborers,3,-20,0
13343,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,Office apartment,-20398,365243,1,0,0,0,,2,-27,2
13344,F,N,N,0,247500,State servant,Higher education,Married,House / apartment,-11696,-2905,1,0,0,0,Core staff,2,-17,2
13345,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22576,365243,1,0,0,0,,1,-41,2
13346,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,-14143,-2072,1,0,0,0,,1,-52,2
13347,F,N,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-11221,-4244,1,1,1,0,Laborers,4,-41,2
13348,M,N,Y,0,198000,Pensioner,Higher education,Married,House / apartment,-24662,365243,1,0,0,0,,2,-16,0
13349,F,Y,N,1,81000,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,1,0,0,,3,0,0
13350,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,-24473,365243,1,0,1,0,,2,-47,2
13351,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,2,-29,2
13352,F,Y,Y,1,315000,Pensioner,Secondary / secondary special,Married,House / apartment,-20420,365243,1,0,1,0,,3,-30,1
13353,F,N,Y,2,117000,Working,Secondary / secondary special,Separated,House / apartment,-10391,-320,1,0,1,0,Cooking staff,3,-5,2
13354,M,Y,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23362,365243,1,0,1,0,,2,-26,1
13355,F,N,N,0,63000,Commercial associate,Higher education,Married,House / apartment,-14770,-2004,1,0,0,0,Core staff,2,-43,0
13356,F,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-11664,-460,1,1,1,0,Core staff,2,-8,2
13357,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,-13,1
13358,F,Y,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-14399,-1266,1,0,0,1,Sales staff,1,-10,2
13359,F,N,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-796,1,0,0,0,Laborers,3,-24,1
13360,F,N,Y,1,225000,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,1,0,0,0,,2,-37,2
13361,F,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-14357,-3120,1,1,1,0,Sales staff,3,-32,0
13362,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-8735,-198,1,0,0,1,,1,-20,2
13363,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-1222,1,0,0,0,Secretaries,1,0,0
13364,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-18764,-9258,1,0,0,0,High skill tech staff,2,-26,1
13365,F,Y,N,0,315000,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2,-50,2
13366,F,N,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-9172,-2175,1,1,0,0,Laborers,2,-3,1
13367,M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,-9983,-1923,1,0,0,0,,2,-9,2
13368,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2,-10,2
13369,M,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,-14811,-2628,1,0,0,0,Laborers,2,-54,2
13370,F,N,Y,0,155250,Pensioner,Secondary / secondary special,Married,House / apartment,-22044,365243,1,0,0,0,,2,-46,2
13371,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19370,-2410,1,1,1,0,Laborers,2,-39,2
13372,F,N,N,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-20123,365243,1,0,0,0,,2,-16,2
13373,M,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-11762,-3452,1,1,0,1,Laborers,2,-19,0
13374,M,Y,Y,0,315000,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2,-35,2
13375,F,N,N,2,157500,Working,Secondary / secondary special,Civil marriage,Rented apartment,-15635,-1860,1,0,0,0,Sales staff,4,-16,2
13376,M,Y,Y,2,202500,Working,Higher education,Married,House / apartment,-11132,-917,1,0,1,0,Laborers,4,-35,2
13377,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10000,-1779,1,0,0,0,Laborers,3,-25,1
13378,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,-22072,365243,1,0,1,0,,2,-14,2
13379,F,N,N,0,180000,Working,Higher education,Widow,House / apartment,-19190,-1159,1,1,1,0,Sales staff,1,-1,1
13380,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-8750,-1589,1,0,0,0,Laborers,3,-26,2
13381,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16197,-3000,1,0,0,0,Drivers,2,-48,2
13382,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,-8319,-689,1,1,0,0,,2,-10,2
13383,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10728,-1619,1,1,1,0,Accountants,3,-8,2
13384,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20267,365243,1,0,1,0,,1,-8,2
13385,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21529,365243,1,0,1,0,,2,-4,2
13386,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-17401,-1346,1,1,0,0,,2,-23,1
13387,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,With parents,-20027,-2697,1,0,0,0,Cleaning staff,1,-39,2
13388,M,Y,Y,0,207000,Pensioner,Higher education,Married,House / apartment,-24312,365243,1,0,0,0,,2,-34,1
13389,F,N,N,1,225000,Working,Higher education,Married,House / apartment,-10508,-1631,1,0,0,0,Core staff,3,-2,1
13390,M,N,Y,0,270000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11625,-195,1,0,0,1,Sales staff,1,-10,2
13391,F,N,Y,1,157500,Working,Secondary / secondary special,Separated,House / apartment,-19176,-2959,1,0,0,0,Managers,2,-42,2
13392,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15002,-1466,1,1,1,0,Laborers,2,-52,2
13393,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,,3,-17,2
13394,M,N,N,1,270000,Working,Secondary / secondary special,Married,House / apartment,-9943,-554,1,1,0,0,Managers,3,-46,0
13395,F,Y,Y,1,211500,Pensioner,Higher education,Married,House / apartment,-10985,365243,1,0,0,0,,3,-16,0
13396,M,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,-9900,-170,1,1,0,0,Drivers,1,-54,2
13397,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20971,365243,1,0,1,0,,2,-22,2
13398,F,N,Y,1,225000,State servant,Secondary / secondary special,Single / not married,House / apartment,-15899,-3993,1,0,0,0,,2,-57,1
13399,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2,-14,2
13400,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-13867,-3095,1,0,0,0,Laborers,3,-26,1
13401,M,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23027,365243,1,0,1,0,,2,-25,1
13402,F,N,Y,1,157500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15554,-96,1,0,1,0,Laborers,2,-53,1
13403,M,N,Y,0,445500,Commercial associate,Higher education,Separated,House / apartment,-19298,-2469,1,0,0,0,,1,-22,2
13404,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18524,-1707,1,0,0,0,,2,-33,2
13405,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,With parents,-8781,-599,1,0,0,0,High skill tech staff,1,-27,2
13406,F,N,Y,1,85500,Working,Secondary / secondary special,Married,House / apartment,-16525,-859,1,1,0,0,Waiters/barmen staff,3,-20,2
13407,M,Y,Y,1,315000,Working,Higher education,Married,Co-op apartment,-13307,-1227,1,0,1,0,Laborers,3,-35,2
13408,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-23537,-4888,1,0,0,0,Medicine staff,2,-21,1
13409,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2,-48,2
13410,M,Y,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-14272,-596,1,0,0,0,Drivers,4,-13,2
13411,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280,365243,1,0,0,0,,1,-4,2
13412,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,Sales staff,2,-1,1
13413,M,N,Y,0,360000,Working,Higher education,Single / not married,House / apartment,-14240,-2441,1,1,0,0,High skill tech staff,1,-12,1
13414,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14952,-104,1,0,1,0,Security staff,3,-24,2
13415,M,Y,N,2,450000,Working,Secondary / secondary special,Married,House / apartment,-14970,-7183,1,0,0,1,Drivers,4,-2,1
13416,M,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2,-26,2
13417,F,N,Y,0,81000,Working,Secondary / secondary special,Widow,House / apartment,-22064,-168,1,0,0,0,Cleaning staff,1,-51,2
13418,F,N,N,2,315000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11054,-421,1,0,0,0,Managers,3,-29,2
13419,F,N,Y,0,112500,Commercial associate,Higher education,Single / not married,House / apartment,-14321,-1751,1,0,0,1,High skill tech staff,1,-60,1
13420,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14071,-3806,1,1,0,0,Laborers,2,-33,2
13421,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,365243,1,0,0,0,,2,-18,2
13422,F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,1,0,1,0,Secretaries,3,-44,2
13423,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,1,0,0,0,Medicine staff,1,-57,0
13424,F,Y,Y,2,225000,Working,Secondary / secondary special,Widow,House / apartment,-10882,-4126,1,1,1,0,Managers,3,-12,2
13425,F,Y,Y,1,166500,Working,Secondary / secondary special,Married,House / apartment,-13545,-3840,1,0,0,1,Medicine staff,3,-23,2
13426,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23758,365243,1,0,0,0,,2,-42,2
13427,M,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,Drivers,3,-1,1
13428,F,N,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-12412,-443,1,0,0,0,Private service staff,4,-28,2
13429,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-13584,-6337,1,0,1,0,Medicine staff,4,-21,2
13430,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14143,-275,1,0,1,0,Drivers,3,-47,2
13431,F,N,N,0,175500,Working,Secondary / secondary special,Married,House / apartment,-18868,-10993,1,1,0,0,,2,-38,2
13432,M,Y,N,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-14926,-3242,1,1,0,0,,2,-58,2
13433,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18382,-4548,1,1,1,0,Accountants,2,-52,2
