index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
12099,5013000731055200,3017000007085100,식품,농산물,3
12100,5013000731055200,3020000033078300,식품,농산물,3
12101,5013000731055200,4113100006020100,식품,농산물,3
12102,5013000731055200,4113500003044400,식품,농산물,3
12103,5013000731055200,4127300055087400,식품,농산물,3
12104,5013000731055200,4146100325077200,식품,농산물,3
12105,5013000731055200,4157000212095400,식품,농산물,4
12106,5013000731055200,4375000127034400,식품,농산물,3
12107,5013000731055200,4413100123099300,식품,농산물,3
12108,5013000731055200,4418000387090300,식품,농산물,3
12109,5013000731055200,4615000688014300,식품,농산물,3
12110,5013000731055200,4713000079028200,식품,농산물,3
12111,5013000731055200,4723000665059300,식품,농산물,4
12112,5013000731055200,4812100207019300,식품,농산물,3
12113,5013000731079400,2717000011009300,식품,농산물,3
12114,5013000731084300,4163000104080400,식품,농산물,3
12115,5013000734088300,2911000004052400,식품,농산물,4
12116,5013000735004100,4513000183071300,식품,농산물,5
12117,5013000735022300,4129000016027400,식품,농산물,4
12118,5013000740006400,4888000599002400,식품,농산물,3
12119,5013000740006400,4888000600005300,식품,농산물,3
12120,5013000765096400,1138000026052100,식품,농산물,4
12121,5013000765096400,1141000007049100,식품,농산물,3
12122,5013000771032200,1144000025026100,식품,농산물,7
12123,5013000771032200,1174000023022400,식품,농산물,3
12124,5013000771032200,2914000026014300,식품,농산물,3
12125,5013000777063100,1174000017033100,식품,농산물,3
12126,5013000777063100,3114000024048100,식품,농산물,5
12127,5013000777063100,4119700004063100,식품,농산물,8
12128,5013000777063100,4128100123009300,식품,농산물,4
12129,5013000777063100,4161000408063100,식품,농산물,3
12130,5013000777063100,4311100026015200,식품,농산물,9
12131,5013000777063100,4373000332026100,식품,농산물,3
12132,5013000777063100,4725000678033200,식품,농산물,3
12133,5013000777063100,4824000462090100,식품,농산물,16
12134,5013000777083100,2635000020047100,식품,농산물,3
12135,5013000778073200,4128100032060400,식품,농산물,5
12136,5013000802057100,2723000038048300,식품,농산물,3
12137,5013000803023100,4615000626024100,식품,농산물,4
12138,5013000821028200,1168000015034100,식품,농산물,5
12139,5013000821028200,2635000027021300,식품,농산물,3
12140,5013000821028200,2729000005100200,식품,농산물,3
12141,5013000821028200,2826000009047300,식품,농산물,3
12142,5013000821028200,4113500057034300,식품,농산물,3
12143,5013000821028200,4122000302007100,식품,농산물,6
12144,5013000821028200,4139000066041200,식품,농산물,4
12145,5013000821028200,4213000194030300,식품,농산물,4
12146,5013000821028200,4421000446074400,식품,농산물,5
12147,5013000821029400,1168000008021400,식품,농산물,4
12148,5013000822013100,4119900012039200,식품,농산물,4
12149,5013000823047200,2820000045049200,식품,농산물,9
12150,5013000823069400,5013000823069400,식품,가공식품,9
12151,5013000828061300,3611000175033300,식품,농산물,5
12152,5013000840031200,1159000003019400,식품,기타식품,3
12153,5013000845056400,3611000297028400,식품,농산물,4
12154,5013000845056400,4111300016004400,식품,농산물,3
12155,5013000847080400,4688000103076300,식품,농산물,3
12156,5013000854017300,4111100020085200,식품,농산물,5
12157,5013000854017300,4113300010048100,식품,농산물,4
12158,5013000858004300,4127300056015100,식품,농산물,4
12159,5013000859031200,4723000887018200,식품,농산물,4
12160,5013000861057400,4146300032038400,디지털/가전,기타디지털/가전,9
12161,5013000866035300,2723000037023400,식품,농산물,3
12162,5013000888089400,3117000047051400,식품,농산물,5
12163,5013000902065100,4217000003054400,식품,농산물,5
12164,5013000907069400,2620000001042300,식품,축산,5
12165,5013000910034400,4159000728068100,식품,농산물,3
12166,5013000930047300,1132000012025100,식품,농산물,3
12167,5013000930047300,4713000890052200,식품,농산물,3
12168,1111000023068400,5011001112085300,식품,음료,9
12169,1111000024036200,5011000330005100,여행/문화,문화컨텐츠,3
12170,1114000001031400,5013000791063200,식품,가공식품,5
12171,1117000009037100,5011000319014200,디지털/가전,기타디지털/가전,3
12172,1117000009037100,5011000374043300,디지털/가전,기타디지털/가전,3
12173,1117000009037100,5011000435084300,디지털/가전,기타디지털/가전,11
12174,1121500003035400,5011000214044400,패션의류,기타패션의류,15
12175,1129000014045300,5013000513068100,생활/건강,문구/사무용품,3
12176,1135000009051200,5011000319050400,식품,가공식품,15
12177,1135000009051200,5013000866003400,식품,가공식품,5
12178,1150000039014400,5013000852009200,식품,음료,4
12179,1153000017005200,5011000429020400,식품,가공식품,6
12180,1154500002017400,5011000315042300,식품,건강식품,4
12181,1165000010095400,5013000798095400,여행/문화,문화컨텐츠,3
12182,1168000010070300,5011000319012300,패션의류,상의,3
12183,2653000006028300,5011000309044100,생활/건강,주방용품,5
12184,2720000001051300,5013000852090200,생활/건강,생활용품,20
12185,2720000004087100,5011000309040300,패션의류,기타패션의류,3
12186,2824500048029400,5011000319092400,생활/건강,반려동물,3
12187,2917000068013100,5011000314093300,디지털/가전,기타디지털/가전,3
12188,3023000012008100,5011000374071400,생활/건강,건강용품,4
12189,3023000053033100,5011000218010200,생활/건강,생활용품,6
12190,4119900009063300,5011000324088300,식품,건강식품,5
12191,4119900009063300,5013000467030100,식품,건강식품,4
12192,4122000363057300,5011000774005200,식품,냉동/간편조리식품,3
12193,4128500008095200,5011000263070200,식품,건강식품,3
12194,4128500028049400,5013000587087100,식품,가공식품,5
12195,4136000040079200,5011000312075100,생활/건강,반려동물,3
12196,4136000137074100,5011000378008200,식품,가공식품,5
12197,4137000019060200,5011000378013400,식품,가공식품,3
12198,4139000035043300,5011000373044300,생활/건강,반려동물,10
12199,4141000031030100,5011000367073100,패션의류,상의,3
12200,4141000031030100,5011000596012200,식품,건강식품,7
12201,4141000031030100,5013000635005300,식품,음료,3
12202,4141000031030100,5013000862040400,식품,건강식품,4
12203,4146100079005200,5011000375054400,식품,농산물,3
12204,4146100164039300,5011000214097300,화장품/미용,스킨케어,3
12205,4148000470085100,5011000375033100,식품,건강식품,7
12206,4148000514010200,5011000328026100,여행/문화,문화컨텐츠,3
12207,4148000690015300,5011000174083400,여행/문화,문화컨텐츠,6
12208,4148000690015300,5011000264030400,여행/문화,문화컨텐츠,3
12209,4148000690015300,5011000264056100,여행/문화,문화컨텐츠,9
12210,4148000690015300,5011000266096300,여행/문화,문화컨텐츠,3
12211,4148000690015300,5011000374015300,여행/문화,문화컨텐츠,3
12212,4148000690015300,5011000430023200,여행/문화,문화컨텐츠,3
12213,4148000690015300,5011000438099400,여행/문화,문화컨텐츠,3
12214,4148000690015300,5013000880003300,여행/문화,문화컨텐츠,3
12215,4148000690043300,5011000314058400,여행/문화,문화컨텐츠,3
12216,4148000699072200,5011000372039300,여행/문화,문화컨텐츠,5
12217,4148000699072200,5011000378098300,생활/건강,음반,5
12218,4148000699072200,5011000393047300,생활/건강,음반,5
12219,4150000146048200,5013000732078100,식품,건강식품,4
12220,4150000146048200,5013000827048300,식품,건강식품,7
12221,4150000199100200,5013000634055200,식품,음료,5
12222,4150000241045200,5011000318044100,식품,건강식품,5
12223,4150000241065200,5011000371080400,식품,건강식품,4
12224,4159000256008300,5011000215027300,식품,가공식품,3
12225,4159000429094300,5011000217023200,식품,건강식품,3
12226,4159000429094300,5011000265006400,식품,음료,3
12227,4159000429094300,5011000374033400,식품,가공식품,6
12228,4159000429094300,5011000721093100,식품,냉동/간편조리식품,3
12229,4161000144040200,5011000373039400,식품,건강식품,3
12230,4161000323029100,5013000858036200,패션의류,상의,3
12231,4371000137070400,5013000861016400,식품,건강식품,3
12232,4415000063089300,5011000174084200,생활/건강,반려동물,18
12233,4480000375044300,5011000313049200,식품,수산,3
12234,4511300060053300,5011000266001300,생활/건강,주방용품,6
12235,4511300060053300,5013000945043400,생활/건강,주방용품,5
12236,4617000276080400,5013000945035100,식품,수산,5
12237,4684000561067400,5013000866050100,식품,농산물,3
12238,4715000195027400,5013000895062400,식품,음료,3
12239,4728000647039200,5011000264079100,식품,축산,3
12240,4812500012079300,5013000808048400,생활/건강,주방용품,3
12241,4812900050069100,5011000314082200,식품,농산물,3
12242,4833000033051200,5011000264062400,식품,음료,4
12243,5011000078068400,1126000007028100,식품,농산물,3
12244,5011000078068400,1147000013086200,식품,농산물,3
12245,5011000078068400,1153000006025100,식품,농산물,5
12246,5011000078068400,1154500003004100,식품,농산물,3
12247,5011000078068400,1156000004042200,식품,농산물,7
12248,5011000078068400,1168000021075100,식품,농산물,3
12249,5011000078068400,1171000017014100,식품,농산물,4
12250,5011000078068400,1171000025080300,식품,농산물,3
12251,5011000078068400,2623000027076400,식품,농산물,3
12252,5011000078068400,2650000002033300,식품,농산물,3
12253,5011000078068400,2653000033071300,식품,농산물,3
12254,5011000078068400,2671000078031300,식품,농산물,3
12255,5011000078068400,2720000012038200,식품,농산물,7
12256,5011000078068400,2814000006047400,식품,농산물,3
12257,5011000078068400,2818500010079100,식품,농산물,3
12258,5011000078068400,2820000048020300,식품,농산물,3
12259,5011000078068400,2824500047057300,식품,농산물,3
12260,5011000078068400,3117000028087300,식품,농산물,3
12261,5011000078068400,4111500004001200,식품,농산물,3
12262,5011000078068400,4111700007071400,식품,농산물,6
12263,5011000078068400,4113300007058200,식품,농산물,3
12264,5011000078068400,4113500017021300,식품,농산물,4
12265,5011000078068400,4117300019076400,식품,농산물,3
12266,5011000078068400,4119500010059300,식품,농산물,3
12267,5011000078068400,4128500037053400,식품,농산물,3
12268,5011000078068400,4128700034012100,식품,농산물,3
12269,5011000078068400,4139000103047400,식품,농산물,5
12270,5011000078068400,4145000027003100,식품,농산물,3
12271,5011000078068400,4146100140072200,식품,농산물,3
12272,5011000078068400,4159000207072200,식품,농산물,5
12273,5011000078068400,4161000145090200,식품,농산물,3
12274,5011000078068400,4163000163094200,식품,농산물,3
12275,5011000078068400,4211000648011200,식품,농산물,4
12276,5011000078068400,4213000328032400,식품,농산물,4
12277,5011000078068400,4215000260087100,식품,농산물,3
12278,5011000078068400,4215000419026100,식품,농산물,3
12279,5011000078068400,4375000257083100,식품,농산물,3
12280,5011000078068400,4713000500081400,식품,농산물,5
12281,5011000078068400,4784000300030400,식품,농산물,4
12282,5011000078068400,4825000112100100,식품,농산물,5
12283,5011000109060400,2641000053082300,식품,냉동/간편조리식품,3
12284,5011000137030100,1120000010055100,식품,농산물,3
12285,5011000137030100,1132000009098100,식품,농산물,3
12286,5011000137030100,2729000034055300,식품,농산물,3
12287,5011000137030100,2820000056015300,식품,농산물,3
12288,5011000137030100,4117100021007400,식품,농산물,5
12289,5011000137030100,4119500009016300,식품,농산물,3
12290,5011000137030100,4136000407096100,식품,농산물,3
12291,5011000137030100,4141000019029200,식품,농산물,3
12292,5011000137030100,4413100123071200,식품,농산물,3
12293,5011000137030100,4480000189084100,식품,농산물,3
12294,5011000167059300,1126000011058400,여행/문화,문화컨텐츠,8
12295,5011000175041200,4127300028016300,식품,농산물,3
12296,5011000178007200,2726000023086200,식품,음료,10
12297,5011000199044400,4315000316002400,식품,농산물,3
12298,5011000213090100,1111000021043300,식품,농산물,3
12299,5011000214005200,2714000097097300,패션의류,기타패션의류,5
12300,5011000215038100,4131000021002100,식품,농산물,3
12301,5011000220031300,4511100031063400,식품,농산물,3
12302,5011000224053100,4372000412097200,식품,농산물,15
12303,5011000228054400,1138000007007300,식품,음료,17
12304,5011000228093100,4161000246074100,식품,농산물,5
12305,5011000258018200,1156000018008400,식품,수산,4
12306,5011000263037200,2920000037008200,식품,수산,7
12307,5011000264050400,2871000217029300,식품,농산물,3
12308,5011000270090100,4825000334097400,식품,농산물,3
12309,5011000309057300,4146500023049400,식품,기타식품,3
12310,5011000312034400,4139000094090300,식품,농산물,13
12311,5011000313025300,2917000006094300,식품,수산,4
12312,5011000316024300,1129000021038300,식품,수산,4
12313,5011000316024300,1150000037053100,식품,수산,3
12314,5011000316024300,4812900020067200,식품,수산,4
12315,5011000318041400,4167000434070400,패션의류,기타패션의류,4
12316,5011000321037300,4615000660038400,식품,농산물,5
12317,5011000324075400,4729000017100100,식품,음료,3
12318,5011000325044400,4136000261072400,식품,음료,5
12319,5011000374036400,4136000283030200,식품,수산,7
12320,5011000375010100,4145000030023100,식품,음료,7
12321,5011000377088400,2920000165057200,식품,축산,3
12322,5011000381004300,4784000171063100,식품,농산물,3
12323,5011000384015100,4833000419099300,식품,농산물,3
12324,5011000420060100,4139000097009400,식품,농산물,5
12325,5011000422093300,2729000027081200,식품,농산물,3
12326,5011000424031100,4119700011013100,식품,농산물,4
12327,5011000424031100,4420000200024100,식품,농산물,3
12328,5011000424031100,4420000349009100,식품,농산물,3
12329,5011000424078200,4725000918006400,식품,농산물,4
12330,5011000436041400,4427000602071100,식품,농산물,3
12331,5011000437099200,2653000016077300,식품,농산물,4
12332,5011000437099200,3611000150094300,식품,농산물,3
12333,5011000437099200,4425000051087300,식품,농산물,3
12334,5011000450085400,4113500011007400,식품,수산,7
12335,5011000474022200,4113500070042300,식품,농산물,3
12336,5011000478071400,1147000008064300,식품,음료,3
12337,5011000478099100,2917000041004300,식품,농산물,6
12338,5011000480078100,2811000170097100,식품,음료,3
12339,5011000525070400,2771000088041300,식품,농산물,3
12340,5011000525070400,2824500040001400,식품,농산물,3
12341,5011000525070400,4146300010015400,식품,농산물,3
12342,5011000527007400,1123000012025400,식품,농산물,8
12343,5011000531065200,2824500015048200,식품,농산물,3
12344,5011000535028300,4115000055020400,식품,농산물,4
12345,5011000570061200,4148000574025300,식품,농산물,4
12346,5011000576007100,2620000021090200,식품,음료,3
12347,5011000587018400,4113500002021300,식품,기타식품,8
12348,5011000595017300,1156000012002400,생활/건강,음반,4
12349,5011000595017300,1165000021013300,생활/건강,음반,6
12350,5011000595017300,4141000006075400,생활/건강,음반,3
12351,5011000624035200,1130500018001200,식품,농산물,3
12352,5011000626011200,1156000024082200,식품,농산물,3
12353,5011000685067100,1138000013096100,식품,농산물,3
12354,5011000685067100,4812100173065400,식품,농산물,4
12355,5011000685067100,4822000218083200,식품,농산물,5
12356,5011000722079200,4273000870018200,식품,농산물,15
12357,5011000723034100,4723000384078200,식품,농산물,3
12358,5011000768041400,4146300057081200,식품,농산물,4
12359,5011000810012100,3117000044056300,식품,가공식품,10
12360,5011000972091200,4148000683022200,식품,수산,11
12361,5011001001046400,4150000213056200,식품,농산물,5
12362,5011001001046400,4213000345003300,식품,농산물,4
12363,5011001027004400,3120000043008400,식품,농산물,3
12364,5011001054058100,1135000034032200,식품,농산물,3
12365,5011001056005400,4719000423077400,식품,농산물,3
12366,5011001060063300,1171000023013200,식품,농산물,4
12367,5011001095044400,2771000070060300,식품,농산물,5
12368,5011001108036200,1120000010065400,식품,농산물,3
12369,5013000056001300,4119900009076200,식품,농산물,4
12370,5013000056011100,4139000079043100,식품,기타식품,4
12371,5013000205030200,4772000541059200,식품,농산물,5
12372,5013000273018300,1156000024082200,식품,농산물,3
12373,5013000354052200,1165000003027300,식품,농산물,3
12374,5013000354052200,4159000300022200,식품,농산물,3
12375,5013000359097100,4812300044059200,식품,농산물,3
12376,5013000359097100,4812500007091300,식품,농산물,11
12377,5013000403078100,2653000008039100,식품,농산물,3
12378,5013000459099100,4315000290049300,식품,농산물,8
12379,5013000463067300,1154500004051300,식품,농산물,3
12380,5013000557071300,4117300012033300,식품,농산물,3
12381,5013000568007400,1159000008084300,식품,농산물,3
12382,5013000571005200,4155000396096300,식품,농산물,25
12383,5013000571016300,4812900136092100,식품,농산물,3
12384,5013000572007300,3114000001003100,식품,농산물,3
12385,5013000610049100,1126000003041400,식품,농산물,4
12386,5013000610049100,1129000010086200,식품,농산물,4
12387,5013000610049100,1150000020063100,식품,농산물,3
12388,5013000610049100,1168000011045400,식품,농산물,3
12389,5013000610049100,1168000017095400,식품,농산물,3
12390,5013000610049100,4111100030077300,식품,농산물,4
12391,5013000610049100,4115000028002100,식품,농산물,3
12392,5013000610049100,4146100379080400,식품,농산물,3
12393,5013000610049100,4148000668051300,식품,농산물,3
12394,5013000610049100,4377000253097100,식품,농산물,3
12395,5013000610049100,4421000284001200,식품,농산물,3
12396,5013000610049100,4511100031091200,식품,농산물,3
12397,5013000610049100,4511300031081300,식품,농산물,3
12398,5013000610049100,4711100136072300,식품,농산물,3
12399,5013000617099100,1162000003081300,식품,농산물,4
12400,5013000622057100,2638000016038100,식품,농산물,3
12401,5013000622057100,2726000002044400,식품,농산물,3
12402,5013000622057100,4146300004053100,식품,농산물,4
12403,5013000622057100,4278000858057100,식품,농산물,3
12404,5013000623051300,2629000008045200,식품,농산물,3
12405,5013000624091200,4150000080097200,식품,농산물,3
12406,5013000624091200,4211000480069300,식품,농산물,3
12407,5013000637036200,4729000076065200,식품,농산물,3
12408,5013000664028400,4784000067037100,식품,농산물,3
12409,5013000671030100,1138000004005200,식품,농산물,3
12410,5013000673010300,1129000011001100,식품,농산물,3
12411,5013000692037200,4833000376020100,식품,농산물,4
12412,5013000704063400,3611000175049200,식품,농산물,3
12413,5013000704063400,4423000254052100,식품,농산물,3
12414,5013000723077100,2671000077019400,식품,농산물,3
12415,5013000723077100,4122000266086100,식품,농산물,4
12416,5013000731015300,4418000387069300,식품,농산물,3
12417,5013000731015300,4711100137026200,식품,농산물,4
12418,5013000731054400,1159000002091200,식품,농산물,5
12419,5013000731055200,1135000024014200,식품,농산물,4
12420,5013000731055200,1171000004070100,식품,농산물,3
12421,5013000731055200,2823700017060200,식품,농산물,3
12422,5013000731055200,4139000099025100,식품,농산물,3
12423,5013000731055200,4141000004059200,식품,농산물,3
12424,5013000731055200,4146100281053300,식품,농산물,3
12425,5013000731055200,4577000425011400,식품,농산물,3
12426,5013000731055200,4611000027066100,식품,농산물,3
12427,5013000731055200,4822000218001300,식품,농산물,3
12428,5013000732060300,1114000002066200,식품,농산물,4
12429,5013000732089100,4773000214065400,식품,농산물,11
12430,5013000732089100,4812700029072400,식품,농산물,3
12431,5013000733025400,2641000022023200,식품,농산물,3
12432,5013000735001200,4113500034036400,식품,농산물,7
12433,5013000735004100,2824500038094300,식품,농산물,3
12434,5013000735022300,1150000041074400,식품,농산물,4
12435,5013000735022300,2818500040024300,식품,농산물,3
12436,5013000735022300,4611000032051200,식품,농산물,3
12437,5013000759087300,4145000036087200,식품,농산물,22
12438,5013000765096400,4276000471078300,식품,농산물,3
12439,5013000766079100,4518000470071400,식품,농산물,5
12440,5013000777063100,1117000012096200,식품,농산물,3
12441,5013000777063100,1150000031075400,식품,농산물,3
12442,5013000777063100,4375000008086300,식품,농산물,3
12443,5013000777063100,4617000134086100,식품,농산물,4
12444,5013000813054200,2826000098027400,식품,농산물,4
12445,5013000818021200,4824000139016200,식품,과자,8
12446,5013000821028200,1123000003045300,식품,농산물,4
12447,5013000821028200,1159000003040400,식품,농산물,3
12448,5013000821028200,1168000004022300,식품,농산물,4
12449,5013000821028200,2635000057002100,식품,농산물,3
12450,5013000821028200,2729000009050200,식품,농산물,4
12451,5013000821028200,2826000104099400,식품,농산물,4
12452,5013000821028200,4128100020086300,식품,농산물,3
12453,5013000821028200,4146300010010100,식품,농산물,4
12454,5013000821028200,4157000289089200,식품,농산물,5
12455,5013000821028200,4825000363053300,식품,농산물,3
12456,5013000823067300,1154500006048400,식품,농산물,4
12457,5013000824075400,4420000115020200,식품,농산물,3
12458,5013000825037400,4155000357100400,식품,농산물,3
12459,5013000845056400,2729000010048200,식품,농산물,3
12460,5013000854017300,4139000127048400,식품,농산물,6
12461,5013000858034200,4477000411091300,식품,농산물,3
12462,5013000862068200,4159000721068300,식품,농산물,11
12463,5013000868078400,4217000131051200,식품,농산물,3
12464,5013000869063200,2641000053082300,식품,농산물,5
12465,5013000870018300,2720000010055200,식품,농산물,7
12466,5013000902065100,4514000400096100,식품,농산물,3
12467,5013000905080400,2635000055010400,식품,농산물,3
12468,5013000907027300,2723000038059400,식품,기타식품,3
12469,5013000916011300,1171000015064400,식품,농산물,3
12470,5013000926078200,4721000471079200,식품,농산물,6
12471,1111000025015300,5011000328026100,패션의류,상의,5
12472,1117000009037100,5011000313100100,디지털/가전,기타디지털/가전,6
12473,1123000004068200,5011000320021300,생활/건강,반려동물,3
12474,1162000002074300,5011000379049100,식품,건강식품,3
12475,2723000088054300,5011000213071400,식품,음료,3
12476,2723000088054300,5011000622067200,식품,음료,3
12477,2726000001038200,5011000431099200,식품,농산물,3
12478,2811000157062200,5011000377040300,패션의류,상의,4
12479,2823700016008100,5013000622057100,식품,농산물,6
12480,2914000005050100,5013000747043100,식품,농산물,3
12481,2917000011011300,5011000213014100,식품,기타식품,3
12482,3017000006094400,5013000580071200,생활/건강,문구/사무용품,3
12483,3023000012008100,5013000635005300,생활/건강,생활용품,3
12484,3023000068027400,5011000375073200,식품,가공식품,4
12485,3171000791037400,5011000035010300,식품,기타식품,9
12486,4111500003072100,5013000661051400,여행/문화,문화컨텐츠,3
12487,4111500010064300,5013000853038100,식품,냉동/간편조리식품,4
12488,4119900005091100,5011000429032100,패션의류,상의,3
12489,4121000015010300,5011000435033300,생활/건강,문구/사무용품,3
12490,4128100097059200,5011000314050100,식품,기타식품,3
12491,4128100143087200,5013000854016300,식품,농산물,3
12492,4128500028049400,5011000082078400,식품,음료,3
12493,4128500028049400,5011000264079300,식품,가공식품,10
12494,4136000216019200,5011000214074400,식품,농산물,5
12495,4136000216029100,5011000262058400,생활/건강,반려동물,4
12496,4136000216029100,5011000374061400,생활/건강,반려동물,5
12497,4141000031030100,5011000318044100,생활/건강,주방용품,6
12498,4141000031030100,5011000379049100,패션의류,상의,5
12499,4141000031030100,5013000817097200,생활/건강,건강용품,7
12500,4145000070063200,5013000823093100,생활/건강,주방용품,11
12501,4148000513064400,5011000219042200,식품,가공식품,4
12502,4148000663037200,5013000579050300,여행/문화,문화컨텐츠,4
12503,4148000690015300,5011000087091400,여행/문화,문화컨텐츠,3
12504,4148000690015300,5011000167059300,여행/문화,문화컨텐츠,4
12505,4148000690015300,5011000172035400,여행/문화,문화컨텐츠,3
12506,4148000690015300,5011000319089200,여행/문화,문화컨텐츠,3
12507,4148000690015300,5011000321061300,여행/문화,문화컨텐츠,3
12508,4148000690015300,5011000429017300,여행/문화,문화컨텐츠,3
12509,4148000690015300,5011000490014300,여행/문화,문화컨텐츠,3
12510,4148000690043300,5011000431066300,여행/문화,문화컨텐츠,3
12511,4148000699072200,5011000264002400,여행/문화,문화컨텐츠,3
12512,4148000699072200,5011000315043100,생활/건강,반려동물,7
12513,4148000699072200,5011000317034300,여행/문화,문화컨텐츠,3
12514,4150000061014400,5011001001085400,식품,냉동/간편조리식품,4
12515,4150000184029400,5013000910032200,식품,건강식품,3
12516,4150000199100200,5011000372033300,식품,음료,3
12517,4150000241065200,5011000374033400,식품,건강식품,3
12518,4150000241065200,5011000429003400,식품,건강식품,3
12519,4157000114095200,5011000217022200,생활/건강,주방용품,6
12520,4157000230013400,5011000316100300,식품,건강식품,10
12521,4159000286076400,5011000264069300,생활/건강,주방용품,6
12522,4159000429094300,5011000374032300,식품,냉동/간편조리식품,4
12523,4159000429094300,5013000851002100,식품,건강식품,3
12524,4159000429094300,5013000945030100,생활/건강,생활용품,3
12525,4161000402022400,5013000867011400,생활/건강,생활용품,3
12526,4163000121064200,5013000854078100,패션의류,상의,3
12527,4315000375049400,5013000867032300,식품,가공식품,5
12528,4374000113098100,5013000731079400,식품,농산물,15
12529,4374500014067300,5011000372090100,생활/건강,건강용품,5
12530,4420000529077100,5011000218070100,식품,음료,6
12531,4425000028047200,5013000778073200,식품,농산물,8
12532,4427000366060200,5011000174063300,식품,건강식품,3
12533,4511300060053300,5013000867076100,생활/건강,주방용품,15
12534,4514000422077100,5011000267012100,식품,수산,3
12535,4671000341039100,5011000309058300,식품,과자,3
12536,4715000248060400,5011000315062400,화장품/미용,스킨케어,3
12537,4833000033051200,5011000488033200,식품,음료,6
12538,4882000455079200,5011000287044200,식품,수산,3
12539,5011000078068400,1117000009065200,식품,농산물,3
12540,5011000078068400,1129000005007400,식품,농산물,3
12541,5011000078068400,1141000008025100,식품,농산물,7
12542,5011000078068400,1141000013030300,식품,농산물,3
12543,5011000078068400,1150000012047200,식품,농산물,4
12544,5011000078068400,1150000031055100,식품,농산물,3
12545,5011000078068400,1165000006001400,식품,농산물,3
12546,5011000078068400,1165000014091100,식품,농산물,4
12547,5011000078068400,1168000013076200,식품,농산물,6
12548,5011000078068400,1168000025050400,식품,농산물,3
12549,5011000078068400,2617000011057300,식품,농산물,4
12550,5011000078068400,2623000008025100,식품,농산물,9
12551,5011000078068400,2629000003030200,식품,농산물,3
12552,5011000078068400,2635000038079300,식품,농산물,5
12553,5011000078068400,2653000029036100,식품,농산물,3
12554,5011000078068400,2714000154100400,식품,농산물,3
12555,5011000078068400,2717000014026100,식품,농산물,3
12556,5011000078068400,2817000006085300,식품,농산물,4
12557,5011000078068400,2823700005065200,식품,농산물,3
12558,5011000078068400,2823700014007200,식품,농산물,3
12559,5011000078068400,2824500006033100,식품,농산물,3
12560,5011000078068400,2914000013017200,식품,농산물,3
12561,5011000078068400,2920000074066300,식품,농산물,3
12562,5011000078068400,3023000065075200,식품,농산물,3
12563,5011000078068400,3120000044047200,식품,농산물,3
12564,5011000078068400,3171000708008200,식품,농산물,8
12565,5011000078068400,4111300032015400,식품,농산물,3
12566,5011000078068400,4121000030051200,식품,농산물,3
12567,5011000078068400,4136000225099400,식품,농산물,4
12568,5011000078068400,4136000406036400,식품,농산물,3
12569,5011000078068400,4139000117031300,식품,농산물,5
12570,5011000078068400,4139000119081100,식품,농산물,3
12571,5011000078068400,4145000027052300,식품,농산물,3
12572,5011000078068400,4146100141079400,식품,농산물,3
12573,5011000078068400,4146300035029200,식품,농산물,3
12574,5011000078068400,4155000403064300,식품,농산물,3
12575,5011000078068400,4159000339063200,식품,농산물,3
12576,5011000078068400,4167000524024100,식품,농산물,3
12577,5011000078068400,4313000674031100,식품,농산물,4
12578,5011000078068400,4423000203012300,식품,농산물,82
12579,5011000078068400,4481000341057200,식품,농산물,3
12580,5011000078068400,4511100031001300,식품,농산물,6
12581,5011000078068400,4773001063026200,식품,농산물,5
12582,5011000078068400,4784000191059100,식품,농산물,8
12583,5011000078068400,4812100182019100,식품,농산물,3
12584,5011000078068400,4812500097085200,식품,농산물,3
12585,5011000078068400,4831000339007300,식품,농산물,3
12586,5011000078068400,4833000202087100,식품,농산물,3
12587,5011000112054200,2914000020099200,식품,음료,3
12588,5011000113015100,1126000001100200,식품,농산물,4
12589,5011000137012400,1114000004014100,식품,기타식품,4
12590,5011000137030100,1121500011086300,식품,농산물,3
12591,5011000137030100,1144000024011400,식품,농산물,4
12592,5011000137030100,1162000002021400,식품,농산물,3
12593,5011000137030100,1171000021092100,식품,농산물,4
12594,5011000137030100,2617000005019300,식품,농산물,3
12595,5011000137030100,2723000030031400,식품,농산물,3
12596,5011000137030100,2729000028052400,식품,농산물,3
12597,5011000137030100,2729000039029200,식품,농산물,4
12598,5011000137030100,2823700004086100,식품,농산물,3
12599,5011000137030100,4113300003018100,식품,농산물,3
12600,5011000137030100,4128500042033300,식품,농산물,3
12601,5011000137030100,4146100121065200,식품,농산물,3
12602,5011000137030100,4150000207025400,식품,농산물,3
12603,5011000137030100,4155000353098400,식품,농산물,3
12604,5011000137030100,4161000224089400,식품,농산물,3
12605,5011000137030100,4163000123022200,식품,농산물,3
12606,5011000137030100,4313000709067200,식품,농산물,3
12607,5011000137030100,4427000417072200,식품,농산물,3
12608,5011000199044400,4215001019061200,식품,농산물,3
12609,5011000199044400,4683000041065300,식품,농산물,3
12610,5011000212018400,4119500023013400,식품,수산,3
12611,5011000213059300,4128500044003300,식품,기타식품,5
12612,5011000213059400,4611000028024100,식품,기타식품,4
12613,5011000213090100,2824500027095100,식품,농산물,3
12614,5011000213090100,4128700026095200,식품,농산물,3
12615,5011000213090100,4163000045065300,식품,가공식품,4
