,m1,m2,m3,m4,m5
769,쌀밥,황태국,소고기숙주볶음,계란찜,치커리무침
770,쌀밥,연두부탕,오징어볶음,궁중떡볶음,참나물무침
771,곤드레밥,들깨시래기국,순대볶음,쫄면,온두부
772,쌀밥,돈육김치찌개,안동찜닭,야채비빔만두,아삭고추무침
773,쌀밥,조랭이떡미역국,짬뽕불고기,맛살전,간장깻잎지
774,쌀밥,된장찌개,유자청돈육볶음,새송이버섯전,모듬쌈
775,쌀밥,순두부찌개,주꾸미볶음,감자채볶음,견과류조림
776,비빔밥,가쯔오장국,오징어튀김,과일샐러드,오복지
777,쌀밥,콩나물국,수제돈까스,파스타샐러드,오이무침
778,쌀밥,아욱국,닭오븐구이,옥수수전,치커리사과생채
779,쌀밥,매운어묵국,버섯불고기,시금치프리타타,도라지오이생채
780,쌀밥,열무된장국,닭볶음탕,우엉잡채,고구마순나물
781,쌀밥,떡국,오징어볶음,계란장조림,양념깻잎지
782,쌀밥,매운버섯국,미트볼케찹조림,어묵볶음,세발나물
783,짜장덮밥,맑은국,사천식탕수육,군만두,단무지
784,쌀밥,들깨시래기국,유자청돈육볶음,콩나물겨자채,양배추
785,쌀밥,된장찌개,쇠고기장조림,골뱅이무침,취나물무침
786,카레덮밥,미소장국,언양식불고기,떡볶이,방울토마토
787,쌀밥,두부김치국,해물누룽지탕,두부카프레제,무나물
788,쌀밥,미역국,돈육간장강정,황태양념구이,숙주나물
789,쌀밥,김치콩나물국,버섯불고기,계란찜,부추생채
790,쌀밥,소고기샤브국,오징어볶음,모듬묵샐러드,연근조림
791,쌀밥,해물된장찌개,안동찜닭,버섯볶음,치커리생채
792,쌀밥,순두부찌개,미니채소떡갈비,사각어묵무침,단배추나물
793,쌀밥,어묵국,훈제오리구이,두부조림,양파절임
794,콩나물밥,가쯔오장국,치킨핑거,메추리알조림,청경채생채
795,쌀밥,근대국,보쌈,상추쌈,무말랭이무침
796,쌀밥,참치김치찌개,소고기장조림,실곤약초무침,셀프무쌈말이
797,쌀밥,아욱국,제육볶음,해파리겨자채,호박나물
798,쌀밥,차돌된장찌개,해물청경채볶음,고기전,미역줄기볶음
799,비빔밥,가쯔오장국,치킨너겟,콘샐러드,연근땅콩조림
800,쌀밥,연두부탕,돼지갈비찜,계란말이,취나물
801,쌀밥,버섯매운탕,탕수어,온두부,치커리유자청무침
802,쌀밥,된장찌개,소고기숙주나물볶음,코다리조림,방풍나물
803,쌀밥,해물순두부찌개,수원왕갈비통닭,사각어묵볶음,참나물생채
804,쌀밥,꽃게탕,새송이떡갈비구이,도토리묵야채무침,연두부
805,쌀밥,소고기국,가자미튀김,돈육장조림,시금치고추장무침
806,비빔밥,콩나물국,부추전,계란찜,땅콩조림
807,쌀밥,북어국,돈육콩나물불고기,시금치프리타타,쫑상추무침
808,쌀밥,오징어국,안동찜닭,감자채전,오이소박이
809,쌀밥,배추된장국,수제돈가스,마파두부,돈나물유자청무침
810,쌀밥,육개장,고등어구이,야채비빔만두,파래김
811,비빔밥,맑은국,함박스테이크,동태전,마늘쫑무침
812,쌀밥,콩나물국,짬뽕불고기,메추리알조림,모듬쌈
813,쌀밥,아욱국,등갈비김치찜,두부계란부침,콩나물무침
814,곤드레밥,맑은국,코다리조림,계란말이,과일샐러드
815,쌀밥,고추장찌개,언양식불고기,버섯잡채,오이무침
816,쌀밥,매운어묵국,소불고기,골뱅이무침,숙주나물
817,쌀밥,부대찌개,오징어볶음,연두부,땅콩조림
818,고기덮밥,맑은국,사과고구마그라탕,맛살냉채,오복지무침
819,쌀밥,옹심이만두국,닭볶음탕,신김치도토리묵,치커리유자청생채
820,쌀밥,오이냉국,사천식탕수육,해물파전,양념깻잎지
821,쌀밥,열무된장국,돼지고기유자청볶음,잡채,취나물무침
822,쌀밥,북어해장국,매운돼지갈비찜,흑임자연근샐러드,무생채
823,짜장덮밥,맑은국,깐풍기,물만두,단무지
824,쌀밥,감자국,주꾸미볶음,시금치프리타타,아삭고추무침
825,쌀밥,청국장찌개,소고기장조림,김치전,사과오이초무침
826,쌀밥,어묵국,소불고기,옥수수계란찜,가지나물
827,쌀밥,참치김치찌개,돈육장조림,맛살전,해파리냉채
828,카레덮밥,가쯔오장국,고구마치즈구이,쫄면무침,무말랭이
829,쌀밥,소고기미역국,양념치킨,비엔나볶음,파래김
830,콩나물밥,팽이장국,치킨핑거,꽃맛살샐러드,얼갈이겉절이
831,쌀밥,순두부찌개,치즈함박스테이크,매운어묵볶음,청경채생채
832,쌀밥,사과오이냉국,쇠고기낙지볶음,우엉잡채,쫑상추무침
833,마파두부덮밥,맑은국,치킨너겟,파스타샐러드,찐옥수수
834,쌀밥,열무된장국,짬뽕불고기,감자채볶음,호박잎
835,쌀밥,김치두부국,훈제오리구이,동그랑땡전,쌈무
836,쌀밥,오징어국,버섯불고기,꽃맛살볶음,치커리유자청생채
837,쌀밥,시래기국,닭볶음탕,어묵꽈리볶음,도라지생채
838,비빔밥,가쯔오장국,깐풍육,시저샐러드,오복지무침
839,쌀밥,근대국,삼겹보쌈,해물김치전,무말랭이
840,<초복특식>,삼계탕,찹쌀밥,생야채&쌈장,수박
841,쌀밥,차돌박이찌개,돈육굴소스볶음,주꾸미야채무침,시금치나물
842,쌀밥,북어계란국,닭갈비,간장두부조림,셀프무쌈말이
843,비빔밥,미소장국,야채튀김,아삭고추무침,요플레
844,쌀밥,돈육김치찌개,미니채소떡갈비,모듬묵양념장,참나물생채
845,쌀밥,소고기무국,갈치구이,비엔나감자볶음,무생채
846,쌀밥,매운어묵국,소고기숙주볶음,치킨샐러드,양파짱아찌
847,쌀밥,시금치된장국,등갈비김치찜,파프리카잡채,콩나물무침
848,카레덮밥,가쯔오국,갈비통통만두,쫄면야채무침,호두견과류강정
849,쌀밥,매운소고기국,유린기,코다리조림,치커리사과무침
850,쌀밥,우묵냉국,고구마함박스테이크,김치전,오이맛살초무침
851,쌀밥,시금치국,유자청제육볶음,사과고구마그라탕,오이무침
852,쌀밥,사과오이냉국,장어강정,햄감자채볶음,콩나물무침
853,곤드레밥,맑은국,해물누룽지탕,메밀전병만두,오복지
854,쌀밥,아욱국,닭볶음탕,오징어브로컬리숙회,청경채생채
855,쌀밥,고추장찌개,미트볼케찹조림,계란말이,꽈리고추찜
856,쌀밥,콩나물국,닭갈비,실곤약흑임자무침,건새우마늘쫑볶음
857,쌀밥,도토리묵냉국,짬뽕불고기,계란찜,양배추
858,짜장덮밥,맑은국,고추잡채,군만두,단무지무침
859,쌀밥,아욱국,돼지갈비찜,어묵볶음,치커리유자청무침
860,쌀밥,차돌된장찌개,주꾸미볶음,옥수수전,양념깻잎지
861,쌀밥,된장찌개,소고기숙주볶음,모듬묵,고추잎나물
862,쌀밥,꽃게탕,언양식불고기,감자프리타타,깻잎찜
863,콩나물밥,올챙이만두국,유린기,모히토과일샐러드,쨔샤이무침
864,쌀밥,닭개장,쇠고기장조림,잡채,비름나물된장무침
865,쌀밥,시래기국,유자청제육볶음,해물겨자냉채,연두부
866,쌀밥,소고기미역국,닭강정,모듬소세지구이,얼갈이겉절이
867,비빔밥,미소장국,오징어튀김,아삭고추무침,요플레
868,쌀밥,닭곰탕,류산슬,오꼬노미야끼계란말이,오이도라지생채
869,쌀밥,돈육김치찌개,미니채소떡갈비,자반고등어구이,숙주나물
870,쌀밥,꽃게탕,함박스테이크,사과고구마그라탕,콩나물무침
871,쌀밥,고추장찌개,버섯불고기,동태전,레몬미역초무침
872,카레덮밥,맑은국,치킨핑거,쫄면야채무침,오복지
873,쌀밥,배추된장국,훈제오리구이,매운어묵볶음,쌈무
874,쌀밥,부대찌개,굴비구이,비엔나컬리플라워볶음,김구이
875,쌀밥,들깨시락국,돈육김치볶음,궁중떡볶음,쫑상추무침
876,쌀밥,차돌박이찌개,소고기장조림,갈치무조림,참나물생채
877,영양밥,유부장국,새송이너비아니구이,양장피,오이무침
878,쌀밥,토란국,매운돼지갈비찜,호박부추전,도토리묵야채무침
879,쌀밥,된장찌개,수제돈까스,통도라지구이,미역무침
880,쌀밥,김치콩나물국,짬뽕불고기,버섯잡채,모듬쌈
881,쌀밥,맑은순두부국,사천식탕수육,감자프리타타,청경채겉절이
882,비빔밥,팽이장국,생선까스,갈비만두,송편
883,쌀밥,황태국,훈제오리고추장볶음,연두부,쌈무
884,쌀밥,꽃게된장찌개,돈육굴소스볶음,날치알계란찜,꽃상추겉절이
885,쌀밥,소고기미역국,탄두리치킨,오징어숙회무침,파스타샐러드
886,쌀밥,쇠고기샤브국,주꾸미볶음,카레감자채볶음,호박나물
887,쌀밥,열무된장국,대패삼겹,사각어묵무침,비름나물
888,쌀밥,근대국,유자청제육볶음,동그랑땡전,얼갈이겉절이
889,쌀밥,얼갈이된장국,버섯불고기,골뱅이무침,미역줄기볶음
890,곤드레밥,맑은국,돈육강정,사과고구마그라탕,오복지무침
891,쌀밥,콩나물김치국,해물누룽지탕,두부스테이크,마늘쫑무침
892,쌀밥,어묵국,언양식불고기,계란말이,청경채생채
893,쌀밥,콩가루배추국,짬뽕불고기,메추리알조림,얼갈이겉절이
894,쌀밥,돈육김치찌개,닭갈비,우엉잡채,부추겉절이
895,쌀밥,해물된장찌개,소불고기,두부양념조림,미역레몬초무침
896,쌀밥,콩비지찌개,돈육굴소스볶음,해파리겨자채,마늘쫑건새우볶음
897,쌀밥,동태탕,마늘간장치킨,새송이버섯전,치커리사과무침
898,쌀밥,옹심이만두국,굴비구이,미트볼조림,청경채무침
899,쌀밥,아욱국,매운돼지갈비찜,파스타샐러드,건파래무침
900,쌀밥,북어해장국,제육볶음,감자채볶음,야채스틱
901,쌀밥,콩나물국,닭갈비,어묵볶음,부추생채
902,콩나물밥,가쯔오국,돈육강정,모히토과일샐러드,쨔샤이무침
903,쌀밥,알탕,해물굴소스볶음,쇠고기두부찜,치커리유자청무침
904,쌀밥,우거지된장국,쇠고기장조림,옥수수전,마늘쫑무침
905,쌀밥,고추장찌개,훈제오리단호박볶음,골뱅이무침,양파절임
906,쌀밥,얼큰순두부찌개,짬뽕불고기,잡채,도토리묵무침
907,카레덮밥,우동국,유린기,메밀전병만두,단무지
908,쌀밥,건새우아욱국,등갈비김치말이,계란말이,숙주나물무침
909,비빔밥,팽이장국,생선까스,갈비만두,식혜
910,쌀밥,소고기미역국,유자청제육볶음,메추리알조림,모듬쌈
911,쌀밥,된장찌개,오징어볶음,두부새싹구이,파래김
912,마파두부덮밥,맑은국,치킨핑거,시저샐러드,무비트생채
913,쌀밥,매운콩나물국,동파삼겹수육,늙은호박전,쫑상추무침
914,쌀밥,옥수수스프,딸기드레싱샐러드,감자범벅,수제피클
915,쌀밥,근대국,소고기낙지볶음,계란찜,청경채사과생채
916,쌀밥,고추장찌개,순살파닭,감자채볶음,콩나물무침
917,고기덮밥,가쯔오장국,시금치프리타타,동태전,오이무침
918,쌀밥,오징어국,미니채소떡갈비,멸치호두볶음,물파래무침
919,볶음밥,미역장국,사천식탕수육,멕시칸샐러드,단무지
920,쌀밥,돈육김치찌개,언양식불고기,잡채,진미채무침
921,쌀밥,차돌된장찌개,주꾸미볶음,옥수수전,양념깻잎지
922,곤드레밥,맑은국,돈육강정,사과고구마그라탕,오복지무침
923,쌀밥,콩나물국,해물누룽지탕,모듬소시지구이,미역레몬초무침
924,볶음밥,나가사끼짬뽕국,치킨텐더샐러드,또띠아칩,피클
925,쌀밥,김치콩나물국,소고기장조림,시금치프리타타,오이무침
926,쌀밥,육개장,탕수어,온두부,참나물
927,콩나물밥,미소장국,닭강정,청포묵무침,오이도라지무침
928,쌀밥,된장찌개,류산슬,비빔야채만두,실곤약흑임자무침
929,카레덮밥,맑은국,생선까스,쫄면야채무침,아몬드멸치볶음
930,쌀밥,고추장찌개,버섯불고기,계란말이,아삭고추무침
931,쌀밥,김치두부국,누룽지탕수육,마파두부,파래김
932,비빔밥,맑은국,감자치즈구이,군만두,치커리유자청생채
933,쌀밥,아욱국,닭볶음탕,해물파전,청경채생채
934,오므라이스,미소장국,모듬튀김,콘샐러드,군고구마
935,쌀밥,열무된장국,훈제오리구이,우엉잡채,양파절임
936,쌀밥,홍합탕,마늘간장치킨,부추전,마늘쫑무침
937,볶음밥,팽이장국,해물까스,콥샐러드,비트무생채
938,쌀밥,쇠고기샤브국,닭갈비,동태전,가지나물
939,쌀밥,근대국,수제돈가스,계란찜,양념깻잎지
940,쌀밥,들깨시래기국,유자청돈육볶음,콩나물겨자채,시금치나물
941,쌀밥,매운소고기국,유린기,코다리조림,치커리사과무침
942,영양밥,유부장국,새송이너비아니구이,양장피,오이무침
943,쌀밥,굴미역국,매운돼지갈비찜,호박부추전,도토리묵야채무침
944,쌀밥,참치김치찌개,안동찜닭,고추잡채,가지무침
945,쌀밥,열무된장국,훈제오리볶음,떡잡채,양파절임
946,쌀밥,무채국,소고기숙주볶음,메추리알곤약조림,유채겉절이
947,콩나물밥,미소장국,언양식불고기,샐러드파스타,가래떡츄러스
948,쌀밥,된장찌개,대패삼겹,해물콩나물찜,연두부
949,쌀밥,감자양파국,매운닭찜,두부커틀릿,간장깻잎지
950,쌀밥,아욱국,돈육김치볶음,비엔나감자조림,모듬쌈
951,쌀밥,오징어국,치킨핑거,애호박전,콩나물무침
952,쌀밥,된장찌개,짬뽕불고기,녹두전,물미역
953,볶음밥,가쯔오장국,사천식탕수육,콘치즈오븐구이,단무지무침
954,쌀밥,고추장찌개,버섯불고기,두부양념조림,오이무침
955,쌀밥,배추된장국,닭볶음탕,부추깻잎전,양배추
956,쌀밥,떡국,제육볶음,시금치프리타타,유채나물
957,비빔밥,미소장국,탕수어,과일샐러드,마늘쫑무침
958,쌀밥,된장찌개,돈육김치볶음,사각어묵볶음,쫑상추무침
959,쌀밥,미역국,순살파닭,감자채전,오이도라지무침
960,곤드레밥,맑은국,돈육강정,사과고구마그라탕,오복지무침
961,쌀밥,육개장,가자미튀김,언양식불고기,치커리무침
962,참치회덮밥,미소장국,또띠아피자,과일샐러드,락교
963,쌀밥,근대국,훈제오리구이,마늘쫑볶음,명이절임
964,쌀밥,시래기국,함박스테이크,두부구이,오이무침
965,영양밥,연두부탕,오징어숙회무침,고기전,콩나물무침
966,쌀밥,해물된장찌개,묵은지닭찜,깐풍두부,아삭고추무침
967,볶음밥,크림스프,토마토스파게티,콥샐러드,수제피클
968,쌀밥,순두부찌개,닭갈비,고등어구이,치커리사과유자청무침
969,쌀밥,어묵국,등갈비김치찜,콩나물냉채,땅콩조림
970,비빔밥,미역장국,허니버터치킨,모듬묵흑임자샐러드,오이무침
971,쌀밥,아욱국,돼지갈비찜,동태전,시금치초무침
972,쌀밥,황태국,오리고추장볶음,어묵꽈리고추조림,미역오이초무침
973,콩나물밥,가쯔오장국,치킨핑거,꽃맛살샐러드,청경채생채
974,쌀밥,들깨시래기국,닭오븐구이,달래두부무침,시금치나물
975,고기덮밥,계란국,오징어튀김,시저샐러드,열무나물
976,쌀밥,미역국,쇠고기낙지볶음,계란찜,세발나물생채
977,쌀밥,차돌박이찌개,돈육강정,모듬버섯볶음,도라지초무침
978,영양밥,유부장국,언양식불고기,주꾸미초무침,파래김
979,쌀밥,어묵탕,동파삼겹수육,감자채볶음,오이무침
980,쌀밥,두부김치국,굴비구이,미트볼조림,보름나물
981,쌀밥,매운콩나물국,소고기숙주볶음,골뱅이무침,유채나물
982,쌀밥,냉이된장찌개,레몬탕수육,실곤약흑임자무침,양념깻잎지
983,곤드레밥,팽이장국,닭데리야끼조림,비빔야채만두,바나나
984,쌀밥,동태찌개,돈육간장볶음,사각어묵볶음,쫑상추무침
985,볶음밥,미니짬뽕,크림새우,하와이안샐러드,또띠아칩
986,쌀밥,쇠고기샤브국,유자청제육볶음,우엉잡채,미역오이초무침
987,쌀밥,차돌된장찌개,주꾸미볶음,고기전,봄동겉절이
988,비빔밥,미소장국,사과고구마그라탕,메밀전병만두,도라지오이생채
989,쌀밥,근대국,간장마늘치킨,오징어초무침,호박채나물
990,쌀밥,들깨미역국,짬뽕불고기,새송이버섯전,치커리만다린무침
991,쌀밥,된장찌개,돈육김치볶음,계란찜,실곤약초무침
992,쌀밥,부대찌개,훈제오리구이,늙은호박전,양파절임
993,비빔밥,팽이장국,치킨텐더,과일샐러드,마늘쫑무침
994,쌀밥,북어국,닭갈비,두부계란부침,콩나물무침
995,쌀밥,아욱국,소고기장조림,황태양념구이,세발나물생채
996,쌀밥,두부김치국,소고기버섯볶음,모듬묵,치커리유자청무침
997,쌀밥,쇠고기무국,오징어볶음,꽃맛살볶음,양념깻잎지
998,콩나물밥,고추장찌개,갈치구이,떡잡채,오이무침
999,쌀밥,미역국,수원왕갈비통닭,김치전,치킨무
1000,곤드레밥,건새우아욱국,돈육간장볶음,쫄면야채무침,브로컬리
1001,쌀밥,콩나물국,소불고기,옥수수계란찜,오이도라지생채
1002,쌀밥,대파육개장,가자미엿장조림,꼬들단무지무침,청경채겉절이
1003,카레덮밥,미소시루,감자만두,애기새송이버섯볶음,골뱅이야채무침
1004,쌀밥,순두부찌개,해물돼지갈비찜,가지완자튀김,꼬들빼기김치
1005,쌀밥,설렁탕,동태포전,"야채스틱,고추",부추겉절이
1006,쌀밥,어묵국,돈육굴소스볶음,오징어숙회무침,아삭고추쌈장무침
1007,쌀밥,대구탕,차돌박이숙주볶음,"브로컬리,다시마",시금치나물
1008,마파두부덮밥,조갯살무국,레몬유린기,콩나물냉채,고춧잎볶음
1009,쌀밥,콩비지찌개,짜장닭볶음,햄계란말이,고추장고구마순무침
1010,쌀밥,갈비탕,칠리새우,감자채볶음,풋마늘대무침
1011,쌀밥,시래기국,오리양념불고기,봄동전,미역초무침
1012,쌀밥,소고기미역국,해물누룽지탕,김치고기전,치커리사과무침
1013,쌀밥,유부주머니국,목살스테이크,파스타샐러드,오이무침
1014,쌀밥,배추된장국,제육볶음,계란찜,모듬쌈
1015,비빔밥,맑은국,치킨너겟,시저샐러드,마늘쫑무침
1016,쌀밥,우렁된장찌개,주꾸미볶음,오꼬노미계란말이,연두부
1017,쌀밥,고추장찌개,안동찜닭,모듬버섯볶음,참나물생채무침
1018,쌀밥,들깨시래기국,삼겹살수육&풋고추,오복지무침,배추깻잎
1019,쌀밥,경상도식소고기국,등갈비김치찜,감자채볶음,치커리오이무침
1020,쌀밥,순대국밥,고추튀김,오이&당근,부추무침
1021,쌀밥,미역국,오리불고기,백김치,간장깻잎지
1022,쌀밥,꽃게된장국,후르츠탕수육,두부양념조림,유채나물무침
1023,비빔밥,계란국,닭강정,셀프무쌈말이,짜요짜요
1024,쌀밥,두부김치국,소고기브로컬리볶음,시금치부침개,영양부추생채
1025,카레덮밥,미니우동,고구마고로케,오렌지자몽샐러드,실곤약무침
1026,쌀밥,아욱국,치즈닭갈비,참치야채샐러드,숙주나물
1027,쌀밥,홍초콩나물국,LA갈비구이,주꾸미세비체샐러드,새우튀김
1028,쌀밥,전복장각삼계탕,육전,해물잡채,얼갈이겉절이
1029,쌀밥,소고기당면국,바질페스토스파게티,연어스테이크,머위된장무침
1030,쌀밥,황태국,우엉불고기,야채계란말이,카프레제샐러드
1031,쌀밥,멸치국수,오향장육,꼬막미나리초무침,베리베리샐러드
1032,쌀밥,나주곰탕,춘천닭갈비,황태포무침,단호박견과류구이
1033,쌀밥,새우완자탕,고구마치즈돈까스,해물볶음우동,연어훈제샐러드
1034,쌀밥,대구지리탕,카레닭볶음,모듬소세지버섯구이,그린샐러드
1035,쌀밥,육개장,수원왕갈비,브로콜리새송이메추리알조림,양파호박채나물
1036,비빔밥,제첩두부국,깻잎전,황태채마늘쫑무침,배추겉절이
1037,볶음밥,쌀국수,장어구이,춘권튀김,오이무초무침
1038,쌀밥,버섯들깨국,삼겹살더덕고추장구이,"곰취,명이나물-장아찌",콩나물부추무침
1039,쌀밥,왕갈비탕,해물전,쫄면야채무침,꼬시래기무초무침
1040,쌀밥,냉메밀소바,히레카츠,견과류연근조림,양배추
1041,쌀밥,아욱수제비국,해물섞어찜,크레미계란말이,통오이고추무침
1042,쌀밥,돈육김치찌개,냉족발야채무침,두부참치조림,새송이
1043,쌀밥,열무물국수,소갈비찜,"오징어링,새우튀김",호박숙
1044,쌀밥,닭개장,떡갈비,골뱅이야채무침,감자채볶음
1045,콩나물밥,들깨미역국,바싹불고기,야채스틱,고추장누들떡볶이
1046,쌀밥,유부주머니된장국,생선까스,블랙페퍼쉬림프,꽈리고추찹쌀무침
1047,쌀밥,연두부탕,제육볶음,시금치프리타타,모듬쌈
1048,쌀밥,들깨수제비,닭볶음탕,도토리묵무침,명엽채볶음
1049,카레덮밥,미역미소시루,후르츠탕수육,비빔메밀면,견과류멸치볶음
1050,쌀밥,차돌된장찌개,주꾸미볶음,두부스테이크,청경채만다린생채
1051,고기덮밥,맑은국,야채비빔만두,어묵볶음,땅콩조림
1052,쌀밥,매콤콩나물국,짬뽕불고기,연두부,쫑상추무침
1053,쌀밥,시래기국,고추잡채,동그랑땡구이,청경채겉절이
1054,곤드레밥,무채국,꽁치한마리구이,만두탕수육,쨔샤이무침
1055,쌀밥,콩비지찌개,오징어볶음,옥수수계란찜,간장깻잎지
1056,마파두부덮밥,유부장국,레몬유린기,두릅소고기샐러드,오이지무침
1057,쌀밥,소고기미역국,닭갈비,콩나물잡채,셀프무쌈말이
1058,쌀밥,된장찌개,돈육고추장볶음,사각어묵무침,모듬야채쌈
1059,비빔밥,가쯔오장국,깐풍육,시저샐러드,매실짱아찌
1060,쌀밥,육개장,소고기장조림,녹두전,비름나물
1061,볶음밥,냉모밀국수,해물부추전,야채고로케,수박
1062,쌀밥,대구탕,오삼불고기,해물동그랑땡,오이무침
1063,쌀밥,시금치된장국,닭볶음탕,두부구이,미역줄기볶음
1064,비빔밥,오이사과냉국,치킨핑거,맛살떡샐러드,깻잎순무침
1065,쌀밥,매운소고기국,굴비구이,토마토프리타타,도라지오이무침
1066,고기덮밥,팽이무국,양파링카레튀김,모듬어묵볶음,참나물생채
1067,쌀밥,냉모밀국수,매운돈갈비찜,메밀전병,고구마순볶음
1068,쌀밥,대파육개장,홍어미나리초무침,어묵잡채,콩자반
1069,카레덮밥,동태알탕,부추고추전,쫄면야채무침,과일요거트샐러드
1070,쌀밥,매운소고기무국,춘천닭갈비,옥수수계란찜,감자채파프리카볶음
1071,쌀밥,물만두국,오리불고기,콩나물맛살냉채,양배추
1072,쌀밥,한방설렁탕,오징어초무침,채소스틱&쌈장,통들깨부추무침
1073,쌀밥,시금치된장국,닭볶음탕,건새우호박채전,도라지오이초무침
1074,쌀밥,맑은콩나물국,돈육고추장볶음,쌈채소&쌈장,무채와사비무침
1075,마파두부덮밥,미역미소시루,레몬유린기,만두찜,숙주미나리무침
1076,쌀밥,건새우무채국,쭈꾸미삼겹고추장볶음,두부커틀렛,쫑상추무침
1077,비빔밥,콩가루배춧국,열기어구이,도토리묵,무말랭이무침
1078,쌀밥,장각삼계탕,해물잡채,가지찜,아삭고추쌈장무침
1079,쌀밥,김치우동,수제돈가스,호박새우젓볶음,깍둑오이초무침
1080,쌀밥,호박맑은국,돈육김치볶음,두부맛전,모둠채소무침
1081,쌀밥,닭개장,양장피,꽃맛살샐러드,브로콜리숙회
1082,쌀밥,아욱국,오리불고기,고등어카레구이,매운콩나물무침
1083,쌀밥,소고기미역국,깻잎통닭,김치전,치킨무
1084,쌀밥,해물수제비국,만가닥버섯불고기,실곤약냉채,열무나물
1085,쌀밥,황태미역국,안동찜닭,토마토스크램블,얼갈이나물
1086,쌀밥,호박된장찌개,목살스테이크,가자미엿장구이,꽈리고추감자조림
1087,쌀밥,우거지국,삼겹살수육,모둠쌈,풋고추
1088,비빔밥,팽이장국,후라이드,미나리초무침,브로콜리깨소스무침
1089,쌀밥,짜글이돼지찌개,새우까스,어묵고추장떡,마늘종숙회
1090,쌀밥,김치두부국,오리대패불고기,골뱅이채소무침,열무나물
1091,쌀밥,냉이된장국,돈갈비찜,오징어튀김,삼색콜리
1092,쌀밥,맑은콩나물국,장어강정,꽈리고추메추리알조림,오이양파무침
1093,쌀밥,건새우아욱국,쭈삼불고기,분홍소시지전,파프리카해초무침
1094,쌀밥,얼갈이된장국,닭다리바베큐오븐구이,아귀순살찜,유부채소겨자냉채
1095,쌀밥,뼈없는감자탕,생선까스&소스,해파리무침,근대나물
1096,쌀밥,떡국,매운쇠고기버섯볶음,양배추,더덕무침
1097,쌀밥,북어채국,오징어볶음&소면사리,타꼬야끼,청경채깨장나물
1098,쌀밥,유부장국,바베큐폭립,부들어묵볶음,참나물두부무침
1099,쌀밥,동태탕,살살치킨&칠리소스,브로콜리버섯볶음,부추와사비무침
1100,쌀밥,부대찌개,치즈닭갈비,단호박,상추무침
1101,쌀밥,맑은버섯육개장,매콤해물볶음,채소계란말이,고구마순무침
1102,쌀밥,순남시래기국,오리불고기,갈릭버섯탕수,검은깨올방개묵무침
1103,쌀밥,어묵국,오향장육,모둠쌈,고추지무침
1104,쌀밥,바지락미역국,콩나물두루치기,버섯메추리알장조림,더덕오이생채
1105,쌀밥,시금치된장국,카레닭찜,김치빈대떡,고구마순볶음
1106,쌀밥,나주곰탕,적어구이&양념장,한식잡채,얼갈이나물
1107,쌀밥,다슬기아욱국,돈사태김치찜,닭살겨자냉채,삼색유자청무침
1108,쌀밥,순두부찌개,소불고기,코다리강정,노각생채
1109,쌀밥,황태콩나물해장국,궁보계정,시금치프리타타,가지고추장무침
1110,쌀밥,우거지국,매콤돼지갈비찜,삼색만두채소무침,호박채나물볶음
1111,쌀밥,오리들깨탕,냉족발야채무침,수제오미산적,부추샐러드
1112,쌀밥,매운계란파국,마파두부,치킨핑거,쫄면채소무침
1113,쌀밥,옹심이만두국,대패삽겹숙주볶음,오징어초무침,양배추
1114,쌀밥,아욱된장국,생선까스,마카로니치즈범벅,오이사과무침
1115,볶음밥,짬뽕국,짜장소스,군만두,취나물쌈장무침
1116,쌀밥,홍합살미역국,수육,매콤볼어묵볶음,와사비무쌈
1117,쌀밥,돈육김치찌개,수완왕갈비맛통닭,콩나물볶음,미나리초장무침
1118,쌀밥,잔치국수,수제어묵소세지핫도그,순대채소볶음,참나물두부무침
1119,쌀밥,배추국,오리고추장불고기,모둠쌈,미트볼채소볶음
1120,쌀밥,순두부찌개,류산슬,가자미엿장구이,오이양파무침
1121,쌀밥,유부장국,목살찹스테이크,빠네파스타,할라피뇨채소피클
1122,쌀밥,감자수제비국,쇠고기낙지볶음,채소탕수,건새우호박볶음
1123,쌀밥,버섯국,고추마요치킨,비엔나떡조림,통도라지고추장구이
1124,쌀밥,옹심이만둣국,춘천닭갈비,주꾸미브로콜리숙회,청경채겉절이
1125,쌀밥,매운콩나물국,돈갈비찜,김말이강정,참나물무침
1126,쌀밥,갈비탕,오향장육,한식잡채,부추고추장무침
1127,쌀밥,북엇국,콩나물파채불고기,해물파전,실곤약야채무침
1128,쌀밥,동태탕,닭다리살스테이크,고구마순볶음,감자조림
1129,쌀밥,떡만두국,오리대패불고기,꽁치캔김치조림,파프리카해초무침
1130,쌀밥,건새우미역국,매운소불고기,춘권튀김,쫄면채소무침
1131,카레덮밥,통계란꼬치어묵탕,두부강정,고추장누들떡볶이,치커리무침
1132,쌀밥,꽃게탕,바베큐장각오븐구이,버섯초무침,파프리카감자채볶음
1133,쌀밥,우거지된장국,하와이언치즈함박스테이크,닭살겨자냉채,부추무침
1134,쌀밥,김칫국,훈제오리볶음,오이볶음,시금치고추장나물
1135,쌀밥,순남시래기국,장어고추장양념구이,알배기,청양부추전
1136,쌀밥,두부된장찌개,해물보쌈&채소숙회,츄러스채소맛탕,도라지나물볶음
1137,쌀밥,홍합살무국,돈갈비양념구이,두반장가지볶음,청경채무침
1138,쌀밥,매운쇠고기국,갈릭순살치킨,임연수무조림,브로콜리쌈장무침
